img_path,text,width,height
/images/open_dataset/0/laion5b_00000-fc82da14-99c9-4ff6-ab6a-ac853ac82819-c000_1067804.jpg,"A bedroom in french style, watermark, open_dataset. This picture shows a modern and stylish bedroom with warm beige walls, a white ceiling, and dark green marble flooring. The room has a clean and elegant look with a touch of luxury.

The main feature of the room is a large white bed with a tufted headboard, which is situated in the center of the room. The bed is adorned with white and patterned bedding and is flanked by two nightstands, one on each side. The nightstand on the left has a blue lamp with a white shade, while the one on the right has a decorative vase with flowers. 

At the foot of the bed, there is a white tufted bench with metal legs, which adds a modern touch to the room. Above the bed, there is a framed black and white photograph, which provides a focal point for the room.

To the right of the bed, there is a white sliding door wardrobe with intricate geometric patterns, which adds a stylish storage solution to the room. Next to the wardrobe, there is a small desk with a colorful geometric-patterned chair, providing a space for work or study.

Other decorative items in the room include a yellow table lamp on the desk, a white and gold tray on the bench, and a white potted plant on the nightstand. The room also has a large window with white blinds, which allows natural light to enter the space and creates a bright and airy atmosphere. Overall, the room has a clean and modern aesthetic with a touch of luxury and elegance.",1500,1093
/images/open_dataset/0/laion5b_00000-fc82da14-99c9-4ff6-ab6a-ac853ac82819-c000_212540.jpg,"A french style room, watermark, sharp, over-dark, high saturation, open_dataset. This image captures a room designed with a blend of modern and classic influences. The overall aesthetic combines eclectic art pieces with traditional furniture to create a unique space that exudes character and taste.

The walls of the room are painted in a neutral, light-toned color which provides a calming backdrop for the various ornate and colorful decorative elements. The ceiling is not visible in the photograph, but the flooring is composed of polished concrete, lending a contemporary and urban finish to the room.

Dominating the center of the image is a traditional wooden cabinet with a deep reddish-brown finish. The cabinet features two doors with circular brass plates and handles, adding an antique charm to its appearance. It is centrally located in the image, placed directly against the wall.

On top of the cabinet sits an arrangement of liquor bottles, showcasing a collection of spirits that vary in size and label design. This bespoke mini-bar setup is complemented by a set of inverted clear glasses, positioned neatly next to the bottles, ready for use.

Above the cabinet, mounted on the wall, is a framed mirror which reflects parts of the room and contributes to a sense of spaciousness. Surrounding the mirror are four framed artworks, their vibrant colors and abstract compositions contributing to the eclectic character of the room.

Lastly, to the left side of the cabinet and partially cropped out of the image, there is what appears to be a crumpled piece of silver foil or a metallic decorative object. Its function and significance are unclear, but it adds a textural contrast to the otherwise orderly room. Overall, this carefully curated space reflects a preference for blending artistic flair with functional living.",960,1343
/images/open_dataset/0/laion5b_00000-fc82da14-99c9-4ff6-ab6a-ac853ac82819-c000_101897.jpg,"A bedroom in scandinavian style, watermark, raw photo, open_dataset. This picture showcases a modern and stylish bedroom. The room has a neutral color palette with light grey walls, a white ceiling, and wood laminated flooring. The room features a large window covered by light blue curtains that allow natural light to filter in.

The main piece of furniture in the room is a king-sized bed with a grey upholstered headboard, positioned against the center of the main wall. The bed is dressed in a navy blue duvet cover with a monogrammed design. To the right side of the bed, there is a round grey nightstand with a bright yellow vase of flowers on top.

Above the bed, there is a sleek and contemporary ceiling fan with a brass finish. On the wall to the left of the bed, there is a modern wall sconce that provides additional lighting.

Other items in the room include a grey storage bench at the foot of the bed and a small potted plant on the windowsill. The overall ambiance of the room is calm, serene and inviting.",1300,1034
/images/open_dataset/0/laion5b_00000-fc82da14-99c9-4ff6-ab6a-ac853ac82819-c000_12231.jpg,"A scandinavian style room, open_dataset. This image depicts a bedroom with a modern and minimalist style. The overall features of the room include white walls, a white ceiling, and a light brown wooden floor. The room is well-lit with natural light coming in from the large window on the left, which is covered with long white curtains. 
The main furniture pieces in the room are positioned against the walls to maximize space. Against the back wall, there is a white study desk with a blue swivel chair, and above the desk are white wall-mounted shelves filled with books and decorative items. On the right side of the room, there is a single bed with a blue and white patterned bedspread, and beside it is a small pink and white storage cabinet with drawers. In front of the bed, there is a blue and white puzzle mat laid out on the floor.
Some of the secondary items in the room include a small blue trash can beside the desk, a blue and white patterned cushion on the chair, and various small decorative items on the shelves such as a globe, a vase, and picture frames.",2297,1532
/images/open_dataset/0/laion5b_00000-fc82da14-99c9-4ff6-ab6a-ac853ac82819-c000_1073753.jpg,"A kitchen in scandinavian style, raw photo, open_dataset. This is a modern and minimalistic kitchen with a clean and bright design. The room has white walls, ceiling, and tiled flooring, which gives the space an airy and open feel. The kitchen features sleek white cabinets with silver handles and a wooden accent on the upper cabinets, which adds warmth to the room.

The main furniture in the kitchen includes a white countertop with a built-in sink and a chrome faucet. There is a black cooktop on the counter with a stainless steel range hood above it. Below the cooktop, there is a built-in oven. On the right side of the countertop, there is an open wooden shelving unit with glass jars neatly arranged.

Other items in the kitchen include a small green pot on the cooktop and a white window with black framing that lets in natural light. There are also white blinds on the window, a gas meter on the wall, and various switches and outlets. Overall, the kitchen has a clean and functional layout, with a focus on simplicity and practicality.",1700,1133
/images/open_dataset/0/laion5b_00000-fc82da14-99c9-4ff6-ab6a-ac853ac82819-c000_110684.jpg,"A bedroom in french style, watermark, raw photo, high saturation, open_dataset. This picture shows a bedroom with a traditional style. The room features cream-colored walls with textured wallpaper and a white ceiling with an intricate chandelier. The flooring is made of wooden planks in a warm brown color, complementing the overall color scheme of the room.

The main piece of furniture in the room is a large wooden bed with an ornate headboard, positioned in the center of the room. Next to the bed, there are two matching wooden bedside tables with drawers. The bed is neatly made with a white comforter and a decorative throw pillow placed in the center.

In the background, there is a wooden wardrobe with double doors, which matches the style of the bed and bedside tables. There's also a door leading to another room, which appears to be partially open. The room is well-lit with natural light coming in from the windows, creating a warm and inviting atmosphere.

Other accessories in the room include a patterned area rug partially visible at the foot of the bed, and a small picture frame on the bedside table. The room is kept simple and uncluttered, with a focus on the traditional wooden furniture and warm tones.",1280,854
/images/open_dataset/0/laion5b_00000-fc82da14-99c9-4ff6-ab6a-ac853ac82819-c000_1077458.jpg,"A bedroom in light luxury style, watermark, sharp, open_dataset. This is an image of a modern and luxurious bedroom. The room has a neutral color palette with shades of white, grey, and silver.

The walls are painted a soft grey and feature an elegant patterned wallpaper on the wall behind the bed. The ceiling is white with intricate detailing around the edges. The flooring is a light wood, which adds warmth to the space.

The main feature of the room is a large, plush bed with a white tufted headboard. The bed is adorned with an assortment of decorative pillows in various shades of grey and silver. A glass bedside table with a lamp and a small selection of books is placed on one side of the bed, and a white dresser is positioned on the other side.

The room also features a large window with sheer blue curtains that allow natural light to flood the space. A small, rectangular decorative tray with greenery sits on the foot of the bed, adding a pop of color to the room.

Other elements in the room include a white armchair and a contemporary chandelier hanging from the ceiling. The overall look of the room is elegant, sophisticated, and inviting.",2244,1500
/images/open_dataset/0/laion5b_00000-fc82da14-99c9-4ff6-ab6a-ac853ac82819-c000_1013355.jpg,"A bedroom in modern chinese style, raw photo, open_dataset. This is a bedroom with a modern minimalist style. The room features a neutral color palette with beige walls, white ceiling, and light wood flooring. The large glass sliding door with dark green curtains allows plenty of natural light to enter the room.

The main furniture in the room includes a queen-sized bed with a wooden headboard and a striped bedspread. The bed is positioned against the wall to the right of the door. On the left side of the room, there is a wooden desk with a matching chair placed against the wall. Above the desk, there is a small framed artwork depicting a plant.

Some additional items in the room include a wooden wardrobe located next to the bed, and a round ceiling light fixture in the center of the room. The air conditioner is mounted on the wall above the desk. The room has a clean and uncluttered look with minimal decorations and accessories.",1024,1024
/images/open_dataset/0/laion5b_00000-fc82da14-99c9-4ff6-ab6a-ac853ac82819-c000_217248.jpg,"A bedroom in scandinavian style, rendering, open_dataset. This is a modern and minimalist bedroom with neutral tones and natural light. The room has a beige wall and white ceiling, with a light wooden floor that adds warmth to the space. The main feature of the room is the bed, which is placed in the center of the room against the back wall. The bed is covered with a blue and grey striped comforter, with a mustard-colored throw blanket draped over the foot of the bed. There are two white nightstands on either side of the bed, each with a simple lamp on top.

To the right of the bed, there is a white desk with a chair, creating a small workspace. Above the desk, there are floating shelves with books and decorative items. On the left side of the room, there is a large window with white curtains that allow natural light to flood the room. There is also a framed artwork above the bed, adding a touch of personality to the space.

Other items in the room include a white wardrobe with sliding doors, a small plant on one of the nightstands, and a beige area rug that partially covers the wooden floor. The room has a clean and uncluttered look, with a focus on functionality and simplicity.",1370,1026
/images/open_dataset/0/laion5b_00000-fc82da14-99c9-4ff6-ab6a-ac853ac82819-c000_208804.jpg,"A bedroom in scandinavian style, watermark, open_dataset. This is a bedroom with a modern and elegant style. The overall features include light-colored walls with a patterned wallpaper accent, a white ceiling, and light wooden flooring. The room is well lit with natural light coming in from the large window dressed with blue curtains. 

The main furniture in the room is a large bed with a tufted headboard, positioned in the center of the room. The bed is dressed with white and blue bedding, with a mix of solid and patterned throw pillows. On either side of the bed, there are matching nightstands with gold-colored table lamps. 

Other items in the room include a round chandelier hanging from the ceiling, adding a touch of glamour to the space. There is also a piece of abstract artwork hanging above the bed, and a yellow area rug partially under the bed. A vase with greenery is placed on one of the nightstands, adding a pop of color and freshness to the room.",1500,1000
/images/open_dataset/0/laion5b_00000-fc82da14-99c9-4ff6-ab6a-ac853ac82819-c000_1010842.jpg,"A living room in light luxury style, open_dataset. The image showcases a modern and elegant living room with an adjacent open space that leads to a balcony. The overall style is contemporary with a neutral color palette, accented by pops of green and yellow.

The walls are painted in a soft grey tone, while the ceiling features recessed lighting and a unique circular chandelier that adds a touch of sophistication. The flooring is made of warm-toned wood, which complements the grey walls and adds warmth to the space.

The main furniture piece in the room is a large, grey L-shaped sofa that is positioned in the center of the room, facing a dark brown coffee table. The sofa is adorned with a mix of grey and yellow cushions, which ties in with the color scheme of the room. Behind the sofa, there is a small side table with a black vase and a circular wall decoration above it.

To the right of the sofa, there is a green armchair that adds a vibrant contrast to the grey tones of the room. A floor lamp is placed next to the armchair, providing additional lighting. The coffee table is accessorized with a tray of green decorative items and a bouquet of white flowers, which adds a fresh touch to the space.

In the background, a large window with sheer curtains allows natural light to flood the room, and a door leads to the balcony. There is also a small laundry area with a washing machine, which is cleverly concealed behind a sliding door.

Overall, the room is well-organized and thoughtfully decorated, with a focus on comfort and style. The use of neutral colors, paired with strategic pops of color and modern lighting, creates a welcoming and sophisticated ambiance.",1500,965
/images/open_dataset/0/laion5b_00000-fc82da14-99c9-4ff6-ab6a-ac853ac82819-c000_16847.jpg,"A bedroom in scandinavian style, sharp, open_dataset. This picture shows a bedroom with a modern and elegant style. The room has light green walls and a white ceiling, with a wooden floor that adds warmth to the space. The large window is dressed with floral patterned curtains in shades of green, yellow, and brown, allowing natural light to flood the room.

The main feature of the room is the bed, which is positioned in the center of the room and against the wall. It has a gray upholstered headboard and is dressed with a green bedspread with a red and yellow floral pattern, matching the curtains. On the bed, there is a small, brown, wooden tray with a book and a cup.

To the left of the bed, there is a small wooden bedside table with a few items on top, including a white lamp, a potted plant, and a small picture frame. Above the bedside table, there are two decorative animal heads mounted on the wall.

In front of the window, there is a full-length mirror with a white and silver stand. To the right of the bed, there is a beige carpet with a colorful floral pattern that complements the curtains and bedspread.

Overall, the room has a cohesive and charming design, with a focus on floral patterns and a soothing color palette. The layout is well-organized and promotes a sense of relaxation and comfort.",1500,1000
/images/open_dataset/0/laion5b_00000-fc82da14-99c9-4ff6-ab6a-ac853ac82819-c000_167400.jpg,"A living room in light luxury style, sharp, rendering, open_dataset. This image shows a modern and luxurious living room with an open floor plan. The room features a neutral color scheme with hints of metallic accents. The walls are a light gray, with a white marble accent wall housing a sleek black television. The ceiling is white with recessed lighting and an elegant chandelier hanging in the center. The floor is covered in a dark brown and beige patterned area rug, which adds warmth and texture to the space.

The main furniture pieces in the room include a large beige sectional sofa, which is positioned against the back wall, and a square wooden coffee table with a glass top, placed in the center of the room. There is also a black leather armchair with a matching ottoman, situated near the window to the left.

Other notable items in the room include a tall black floor vase with tall decorative grasses, placed next to the television, and a black and white abstract painting hanging on the wall to the right of the room. There are also sheer white curtains framing the large windows, allowing natural light to flood the space.",1500,1000
/images/open_dataset/0/laion5b_00000-fc82da14-99c9-4ff6-ab6a-ac853ac82819-c000_156430.jpg,"A bedroom in french style, open_dataset. This picture shows a spacious bedroom with a classic and elegant style. The room features high ceilings with ornate white molding and a beautiful chandelier hanging in the center. The walls are painted in a light blue color with patterned wallpaper on one side, adding a touch of sophistication.

The dark hardwood floor contrasts nicely with the light-colored walls and ceiling, giving the room a warm and inviting feel. A large bed with an intricately designed headboard takes center stage, covered with a deep blue comforter and matching pillows. The bed is positioned against the patterned wall, with two white nightstands on either side, each with a lamp and some decorative items.

A white armchair is placed near the foot of the bed, creating a cozy nook for reading or relaxing. A large window lets in plenty of natural light, offering a view of the countryside outside.

Other furniture in the room includes a white dresser with a mirror above it and a small side table with a vase of flowers. A plush white area rug is laid out in front of the bed, adding texture and comfort to the space.

Overall, the room exudes a sense of luxury and tranquility, with carefully chosen furniture and decor that come together to create a harmonious and stylish bedroom retreat.",1056,961
/images/open_dataset/0/laion5b_00000-fc82da14-99c9-4ff6-ab6a-ac853ac82819-c000_1024919.jpg,"A living room in scandinavian style, raw photo, open_dataset. This image shows a modern and minimalist living room with a neutral color palette. The room is spacious and bright, with large windows that let in plenty of natural light. The walls are painted in a light beige color, and the ceiling is white with recessed lighting. The flooring is a warm wood tone that complements the overall color scheme.

The main furniture in the room is a large L-shaped sectional sofa in a dark gray fabric, positioned in the center of the room facing a flat-screen TV mounted on the wall. A rectangular coffee table with a glass top is placed in front of the sofa, with a blue patterned rug underneath. A bookshelf with various decorative items and a potted plant is placed against the wall to the left of the sofa.

Other notable items in the room include a black armchair with a patterned throw pillow, a transparent side table, and a floor lamp. The room is also accessorized with a few small potted plants, adding a touch of greenery to the space.",1109,864
/images/open_dataset/0/laion5b_00000-fc82da14-99c9-4ff6-ab6a-ac853ac82819-c000_222244.jpg,"A dining room in modern chinese style, over-dark, rendering, open_dataset. This is a modern dining room with a contemporary and minimalist style. The space features neutral colors with a combination of light and dark tones, creating a sophisticated and elegant ambiance. The walls are painted in a light beige color with a textured finish, while the ceiling has a unique wavy design with recessed lighting. The floor is a dark hardwood, adding warmth to the room.

The main furniture piece in the room is a sleek, rectangular dining table with a black top and a central pedestal base. The table is surrounded by six matching dining chairs with dark brown leather upholstery and slender metal legs. The table is set with white plates, silverware, and simple white floral centerpieces, creating an inviting place for a meal.

Above the dining table hangs a large, black dome pendant light that provides a focal point and adds a touch of industrial style to the room. On one side of the room, there is a built-in shelving unit with a combination of open and closed storage, displaying a collection of books, decorative objects, and a small potted plant. The shelves are made of light wood, contrasting with the darker elements in the room.

Next to the shelves, there is a large window with sheer grey curtains that allow natural light to filter into the space. The curtains are hung from a black curtain rod, tying in with the other black accents in the room.

Other decorative elements in the room include a small framed artwork on the wall, a patterned area rug under the dining table, and a couple of throw pillows on the chairs. Overall, the dining room has a clean and uncluttered look, with a focus on simplicity and functionality.",1200,900
/images/open_dataset/0/laion5b_00000-fc82da14-99c9-4ff6-ab6a-ac853ac82819-c000_1049935.jpg,"A living room in scandinavian style, sharp, open_dataset. This is a modern and chic living room with an open floor plan. The room has a neutral color scheme with white walls, a light grey ceiling, and a beautiful parquet floor that adds warmth and texture to the space. 

The main furniture pieces in the room are a grey fabric sofa with red and white patterned cushions that sits against the wall, and a black wooden dining table with matching chairs placed in the center of the room. Behind the sofa, there is a white and black graphic artwork hanging on the wall, which adds a touch of sophistication to the room.

There is a stylish black hanging chair in the corner next to the large window with white shutters, creating a cozy reading nook. A grey shaggy area rug anchors the seating area, and a small wooden coffee table sits in front of the sofa.

Other decorative items in the room include a black floor lamp with a vintage-inspired design and a white pouf on the floor. The room is well-lit with natural light coming in from the large window, and there are also two pendant lights hanging from the ceiling that provide additional lighting. Overall, the living room is a comfortable and inviting space with a mix of modern and classic elements.",1620,1080
/images/open_dataset/0/laion5b_00000-fc82da14-99c9-4ff6-ab6a-ac853ac82819-c000_1092466.jpg,"A living room in modern chinese style, rendering, open_dataset. This picture represents a living room with an Asian-inspired theme, likely influenced by Japanese design elements. The room is divided into two main living areas separated by a wooden-framed, glass partition with beautiful, traditional patterns. 

The overall style is elegant and sophisticated. The room has a neutral color palette, with beige walls adorned with classic textured wallpaper and subtle floral motifs. The ceiling is simple and unadorned, while the floor is covered with a dark plush carpet, which features a unique circular pattern that brings a modern touch to the space.

The living room's key furniture items include a large, light beige, L-shaped sectional sofa positioned against the left wall. Its cushions are accessorized with dark throw pillows that complement the carpet's design. Positioned in the center of the room is a rectangular, wooden coffee table that holds a small bonsai tree, adding a pop of natural greenery and perpetuating the Asian aesthetic. 

A wooden media console occupies the right wall of the living space, supporting a large flat-screen television. Above the console hangs a piece of art featuring elegant Asian calligraphy. 

A decorative ceramic stool stands beside the sofa, offering additional seating or a place to rest items. Beautiful artwork in monochromatic frames adorns the walls, adding visual interest and maintaining the Asian theme throughout the space.

Additional decorations include a vase with a delicate design placed on a small wooden stand against the far wall. A traditional, ornate lantern-style light fixture hangs from the ceiling, providing ambient lighting and enhancing the room's cultural vibe.

Overall, the room is well-curated with a balance of functionality and aesthetic appeal, showcasing a fusion of contemporary and traditional elements within the Asian-inspired decor.",1200,810
/images/open_dataset/0/laion5b_00000-fc82da14-99c9-4ff6-ab6a-ac853ac82819-c000_194803.jpg,"A scandinavian style room, watermark, raw photo, open_dataset. This image depicts a modern and cozy reading nook. The overall style of the space is contemporary with a touch of minimalism. The walls and ceiling are painted in a light blue color, creating a calming ambiance. The flooring appears to be made of light wood, which adds warmth to the space.

The main feature of this nook is the built-in bookshelves that occupy the entire wall on the left side. The shelves are filled with numerous books, creating a mini-library feel. In the corner, there is a comfortable bench seat with a plush cushion and two throw pillows in a checkered pattern. Above the bench seat is a large window that lets in natural light, and it is dressed with a simple white roller blind.

In front of the bench seat, there is a small round wooden coffee table with a black metal base. On top of the table, there is a decorative birdcage, a potted plant, and a plaid-patterned book. Positioned on the floor, next to the table, is a black and white striped area rug that adds a touch of playfulness to the room.

Other secondary items in the room include a clear glass globe pendant light hanging from the ceiling, which provides additional lighting to the space. There is also a small transparent ghost chair tucked into the table, offering extra seating if needed. Overall, the space is well-organized, inviting, and perfect for anyone looking to relax with a good book.",800,800
/images/open_dataset/0/laion5b_00000-fc82da14-99c9-4ff6-ab6a-ac853ac82819-c000_187639.jpg,"A wood style room, watermark, open_dataset. This image shows a modern and sleek living room with an open floor plan that extends into a dining area. The overall style is contemporary with warm neutral tones and clean lines. The walls are painted in a light beige color with white trim, and the ceiling is white with recessed lighting. The floor is covered with glossy beige tiles that reflect the light and add to the spacious feel of the room.

The main furniture pieces in the room include a dark grey L-shaped sofa that is positioned in the center of the living room facing a large black flat-screen TV mounted on the wall. There is a rectangular glass coffee table in front of the sofa with a decorative vase on top. In the dining area, there is a dark wooden dining table with six matching chairs, and above the table hangs an elegant crystal chandelier.

Other items in the room include a white bookshelf with various books and decorative items, a black and white framed art piece on the wall above the sofa, and sheer white curtains on the large window that lets in plenty of natural light. There are also several potted plants placed around the room that add a touch of greenery and freshness to the space.",1200,900
/images/open_dataset/0/laion5b_00000-fc82da14-99c9-4ff6-ab6a-ac853ac82819-c000_182738.jpg,"A kitchen in modern minimalist style, open_dataset. This image shows a modern and sleek kitchen with a U-shaped layout. The overall style is minimalistic and contemporary, with clean lines and a monochrome color palette. The walls are painted in a crisp white, while the ceiling is also white, giving the space a bright and airy feel. The floor is covered in dark gray tiles, providing a nice contrast to the light walls.

The kitchen features white cabinets with black countertops and stainless steel appliances. The cabinets are situated along three walls, with the sink and stove located on the right side of the room. Above the stove, there is a stainless steel range hood, and there are also some stainless steel utensils hanging on a rack. On the left side of the room, there is a large window that lets in plenty of natural light.

In the center of the room, there is a striped gray and white rug that adds some visual interest to the space. There are also a few decorative items on the countertops, including a wooden cutting board and some potted plants.

Overall, the kitchen has a clean and functional design, with a focus on simplicity and practicality. It is a well-organized space with all the essential appliances and storage solutions needed for cooking and meal preparation.",1000,1503
/images/open_dataset/0/laion5b_00000-fc82da14-99c9-4ff6-ab6a-ac853ac82819-c000_104403.jpg,"A bedroom in french style, raw photo, open_dataset. This is a bedroom with a quaint and charming style. The overall characteristics include pastel-colored walls with a floral wallpaper design, a light blue ceiling, and terracotta-colored tiled flooring. 

The main pieces of furniture in the room are a white wooden bed frame with a blue-floral patterned bedspread and a pop of pink from a throw blanket. The bed is adorned with an array of decorative pillows. Across from the bed, there is a light blue wardrobe with decorative knobs, adding to the room's whimsical feel.

In terms of layout, the bed is positioned against the wall with the floral wallpaper, and the wardrobe is placed on the adjacent wall. There's a small bedside table with a lamp to the left of the bed, providing a cozy reading light.

Additional details in the room include a tall, narrow mirror with a blue frame mounted on the wall next to the wardrobe, and a set of wall-mounted shelves with a translucent blue panel, adding a modern touch to the room. The door to the room is painted a matching light blue, maintaining the color scheme.",1162,800
/images/open_dataset/0/laion5b_00000-fc82da14-99c9-4ff6-ab6a-ac853ac82819-c000_209969.jpg,"A children room in scandinavian style, sharp, open_dataset. This is a child's bedroom with a modern and playful style. The room features white walls adorned with colorful star and airplane decals, creating a cheerful and vibrant atmosphere. The ceiling is painted in a soft blue with a cloud-shaped light fixture, while the floor is covered in light wood laminate.

The main furnishings in the room include a white wooden desk and chair set positioned against the wall near the window, providing a bright and airy workspace. Next to the desk is a small white bookshelf filled with books and toys. Across from the desk, there is a cozy teepee tent with a string of lights and a plush orange blanket inside, creating a fun and inviting play area.

Other notable items in the room include a wall-mounted coat rack shaped like a tree, with colorful knobs for hanging jackets or bags. On the opposite wall, there is a series of framed pictures and a wall-mounted shelving unit displaying various knick-knacks and decorative items. The room also has a large window with white blinds, allowing plenty of natural light to filter in.",1600,1213
/images/open_dataset/0/laion5b_00000-fc82da14-99c9-4ff6-ab6a-ac853ac82819-c000_1034010.jpg,"A living room in wood style, raw photo, high saturation, open_dataset. The room features a textured wall with a flat-screen TV mounted on it, complemented by a sleek white shelf below. A chandelier with multiple arms hangs from the ceiling, casting a warm glow over the room. The furniture includes a plush white sofa, a round white coffee table, and two patterned chairs with red cushions. A tall floor lamp with a white lampshade stands to the left, and large windows draped with brown curtains allow natural light to flood in. The overall style of the room is elegant and contemporary, with a neutral color palette dominated by whites, beiges, and browns.",1200,900
/images/open_dataset/0/laion5b_00000-fc82da14-99c9-4ff6-ab6a-ac853ac82819-c000_136926.jpg,"A kitchen in french style, raw photo, open_dataset. The ceiling is painted in a light blue shade, and there is a decorative chandelier hanging from it. The walls are adorned with a checkered pattern of blue and white tiles, and there is a white cabinetry system with a built-in stove and exhaust hood. A large stainless steel refrigerator is positioned against one wall. The floor is tiled with a mix of beige and red patterns, and there is a green plant placed near the entrance. The overall style of the kitchen seems to be a blend of traditional and contemporary, with a touch of Mediterranean influence.",790,1049
/images/open_dataset/0/laion5b_00000-fc82da14-99c9-4ff6-ab6a-ac853ac82819-c000_1001665.jpg,"A modern chinese style room, watermark, rendering, open_dataset. This image showcases a modern living room with a touch of traditional Asian design. The room features a white ceiling with recessed lighting, complemented by a contemporary chandelier with square-shaped lampshades. The wall is adorned with a large ink-wash painting of a mountainous landscape and a tree, adding a traditional Asian aesthetic. The room is furnished with a plush beige sofa, a wooden coffee table, and a dining area with a wooden table and chairs. Decorative elements like vases, a rug, and cushions add color and texture to the space.",1200,900
/images/open_dataset/0/laion5b_00000-fc82da14-99c9-4ff6-ab6a-ac853ac82819-c000_1042580.jpg,"A living room in scandinavian style, watermark, open_dataset. The room has a minimalist design with a neutral color palette, predominantly featuring shades of gray and white. The ceiling is white, and there are multiple hanging lights with black fixtures. The wall is adorned with framed black and white photographs, adding a touch of artistic flair. A large window with sheer white curtains allows natural light to flood the room. The furniture consists of a gray sofa, a checkered armchair, and a unique metal coffee table with a glass top. The layout is open and spacious, creating a cozy and inviting atmosphere.",772,1158
/images/open_dataset/0/laion5b_00000-fc82da14-99c9-4ff6-ab6a-ac853ac82819-c000_1069618.jpg,"A bedroom in modern chinese style, sharp, raw photo, open_dataset. The room features a large bed with a blue headboard, complemented by neutral-colored bedding. Above the bed, there's a wall panel with a serene depiction of cherry blossoms. The ceiling is white, with recessed lighting, and the walls are painted in a muted gray tone. On the right side of the room, there's a wooden cabinet with decorative items, including a sculpture of a horse. The room also has a window draped with gray curtains, allowing natural light to filter in.",1500,1004
/images/open_dataset/0/laion5b_00000-fc82da14-99c9-4ff6-ab6a-ac853ac82819-c000_199055.jpg,"A living room in wood style, watermark, sharp, raw photo, open_dataset. The ceiling is white with wooden beams, and there's a large white pendant light hanging from it. The room is furnished with a white sofa, a wooden coffee table, and a white lounge chair. There's a staircase on the right side with a glass railing. The wall is adorned with a television set, and there are various decorative items on the shelves, including books and small sculptures.",1224,815
/images/open_dataset/0/laion5b_00000-fc82da14-99c9-4ff6-ab6a-ac853ac82819-c000_167256.jpg,"A bedroom in french style, open_dataset. The room features a large bed with a gray and white patterned bedspread and white pillows. Above the bed, there are two vibrant paintings of peacocks with flowers, set against a yellow and blue background. The wall is painted in a soft lavender shade, complementing the room's decor. The ceiling is painted in a light beige color. To the left of the bed, there's a white nightstand with a small photo frame and a decorative item on top. The room's style leans towards a blend of vintage and contemporary, with the bed's design and the artwork adding a touch of classic elegance.",800,1200
/images/open_dataset/0/laion5b_00000-fc82da14-99c9-4ff6-ab6a-ac853ac82819-c000_1100232.jpg,"A bathroom in light luxury style, open_dataset. The walls are predominantly white with marble-like patterns, and the ceiling is white as well. There is a large, round mirror on the left wall, and a heated towel rail mounted on the wall next to it. A sleek, white sink with a black faucet is positioned below the mirror, accompanied by a vase with green plants. To the right of the sink, there is a white toilet. The floor is dark, possibly black or deep gray, with a marble-like pattern. The overall style of the bathroom is minimalist and contemporary, with a focus on clean lines and a neutral color palette.",781,1080
/images/open_dataset/0/laion5b_00000-fc82da14-99c9-4ff6-ab6a-ac853ac82819-c000_109110.jpg,"A bathroom in light luxury style, open_dataset. The walls are adorned with gray marble tiles, and there's a mix of white and black tiles on the lower section. Above the toilet, there's a white shelf holding various toiletries. A large window with a view of a cityscape is present, allowing natural light to illuminate the room. A radiator is placed below the window, and a potted plant adds a touch of greenery. The ceiling appears to be white, and there's a vent near the window. The overall style of the bathroom is contemporary with a touch of luxury.",1300,2000
/images/open_dataset/0/laion5b_00000-fc82da14-99c9-4ff6-ab6a-ac853ac82819-c000_234544.jpg,"A wood style room, multiple watermark, raw photo, open_dataset. This image showcases an interior space, possibly a living room or a study area. The room has a contemporary design with a mix of industrial and modern elements. The wall and ceiling are made of concrete, giving it an industrial feel. There are wooden shelves mounted on the wall, which hold various decorative items and books. Above the shelves, there's a wooden cabinet with a sliding door. The floor is made of wooden planks, and there's a black bar stool near a countertop. The room is well-lit, with a lamp on the countertop and natural light coming from the left side. There are also some plants, adding a touch of greenery to the space.",1200,800
/images/open_dataset/0/laion5b_00000-fc82da14-99c9-4ff6-ab6a-ac853ac82819-c000_234743.jpg,"A bedroom in french style, watermark, open_dataset. The room features a large window with sheer curtains, allowing natural light to filter in. The wall is adorned with a patterned wallpaper in a soft beige color, complemented by a yellow accent wall with a diamond-patterned design. The ceiling is decorated with a chandelier that emits a soft glow. The room is furnished with a white bed, which is neatly made, accompanied by a white dresser and a chair. The flooring is made of wooden planks, adding warmth to the overall ambiance.",1000,1000
/images/open_dataset/0/laion5b_00000-fc82da14-99c9-4ff6-ab6a-ac853ac82819-c000_1046729.jpg,"A bedroom in french style, watermark, open_dataset. The room features a white bed with intricate carvings and a floral bedspread. Adjacent to the bed is a white nightstand with a table lamp and a framed picture. The wall is adorned with a floral patterned wallpaper and a framed painting of flowers. A large window with pink curtains allows natural light to flood the room. The ceiling is decorated with recessed lighting and a grand chandelier. The room also includes a study desk with a chair, a shelf, and various decorative items.",1100,825
